bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,WSC '23: Proceedings of the Winter Simulation Conference,,,2023,ACM,,,None,,,,,,,IEEE Press,,,,Sem relação com o tema,"45707,82034","45707,83487",GuiSales404,GuiSales404,Rejected,
,"ASENS '24: Proceedings of the International Conference on Algorithms, Software Engineering, and Network Security",,,2024,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83472",GuiSales404,GuiSales404,Rejected,
,PETRA '24: Proceedings of the 17th International Conference on PErvasive Technologies Related to Assistive Environments,,,2024,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83463",GuiSales404,GuiSales404,Rejected,
,CFIMA '24: Proceedings of the 2024 2nd International Conference on Frontiers of Intelligent Manufacturing and Automation,,,2024,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83448",GuiSales404,GuiSales404,Rejected,
,NordiCHI '22: Nordic Human-Computer Interaction Conference,,,2022,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83532",GuiSales404,GuiSales404,Rejected,
,CHI EA '24: Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,,,2024,ACM,,,None,,,,,,,Association for Computing Machinery,,,,artigo indisponível para acesso completo,"45707,82034","45707,83439",GuiSales404,GuiSales404,Rejected,
,MM '24: Proceedings of the 32nd ACM International Conference on Multimedia,,,2024,ACM,,,"We are delighted to welcome you to Melbourne, Australia for ACM Multimedia 2024, the 32nd ACM International Conference on Multimedia. ACM Multimedia is the premier international conference series in the area of multimedia within the field of computer science. Since 1993, ACM Multimedia has been bringing together worldwide researchers and practitioners from academia and industry to present their innovative research and to discuss recent advancements in multimedia.For the first time since the end of the COVID-19 pandemic, this year's conference returns to the Asia-Pacific region and resumes as a full-fledged, inperson event. With no travel restrictions or significant visa challenges, we are excited to once again experience the warmth of face-to-face gatherings, where we can reconnect with colleagues and friends.The enthusiasm and support from the community have been incredible. ACM Multimedia 2024 received over 4,300 main conference submissions, accepting more than 1,100 papers (please refer to the TPC Chairs' message for details). In addition, 10 Grand Challenges were selected from 22 submissions, 18 workshops from 30 submissions, and 8 tutorials from 13 proposals. We've prepared an exciting five-day program: workshops, grand challenges, and tutorials will be held on the 1st and 5th days, with the main conference occupying the middle three days. All accepted papers will be accessible online prior to the conference, and we are working to ensure proceedings are available through the ACM Digital Library around the conference period.This year's conference features three distinguished academic keynote speeches, several prestigious SIGMM award talks, a panel discussion on Generative AI in Multimedia, a refreshed Brave New Idea (BNI) session, and our inaugural industry program.The opening keynote will be delivered by Prof. Pascale Fung from HKUST, a Fellow of AAAI, ACL, and IEEE. Her talk will explore the pressing topic of Agents in the Large Language Model (LLM) Era. Prof. Judy Kay from the University of Sydney, a renowned expert in HCI, user modeling, and ubiquitous computing, will give the second keynote on how to empower individuals to harness and control their multimodal data. The final academic keynote will be presented by Prof. Jiebo Luo from the University of Rochester, a Fellow of ACM, AAAI, IEEE, SPIE, and IAPR, as well as a member of Academia Europaea and the US National Academy of Inventors. He will discuss leveraging LLMs as social multimedia analysis engines.This year, we continue using OpenReview to ensure an open and transparent review process. Thanks to the exceptional efforts of the technical program committee, every paper received at least three reviews before the review announcement. The BNI track has also revamped its review process to align with the main conference, promoting visionary papers. Additionally, we are excited to introduce the industry program to ACM Multimedia for the first time, featuring industry keynote speeches, expert talks, and demonstrations (please refer to the industry chairs' message for further details).We are also committed to making the conference inclusive and accessible. To support students with financial constraints, we have awarded travel grants to at least 25 students from the ACM Multimedia 2024 budget, with an additional 20+ students receiving SIGMM travel grants. Over 20 local students have also been recruited as volunteers, benefiting from complimentary registration. Furthermore, we have arranged childcare facilities to accommodate attendees with young children. A welcome reception will take place on the 2nd day of the conference, followed by a gala dinner on the 3rd day, featuring exciting cultural performances.We hope you find this year's program engaging and thought-provoking and that it offers valuable opportunities to exchange ideas with fellow researchers and practitioners from around the globe. We also encourage you to take time to explore the beautiful city of Melbourne ",,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83412",GuiSales404,GuiSales404,Rejected,
,IoTML '24: Proceedings of the 2024 4th  International Conference on Internet of Things and Machine Learning,,,2024,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83388",GuiSales404,GuiSales404,Rejected,
,ISAIMS '23: Proceedings of the 2023 4th International Symposium on Artificial Intelligence for Medicine Science,,,2023,ACM,,,None,,,,,,,Association for Computing Machinery,,,,,"45707,82034","45707,83372",GuiSales404,GuiSales404,Rejected,
,NLPIR '22: Proceedings of the 2022 6th International Conference on Natural Language Processing and Information Retrieval,,,2022,ACM,,,None,,,,,,,Association for Computing Machinery,,,,Sem relação com o tema,"45707,82034","45707,83229",GuiSales404,GuiSales404,Rejected,
,Organizational Structure and Organizational Learning,P. Puranam and Boris Maciejovsky,Organizations & Markets: Policies & Processes eJournal,2017,Connected Papers,null,null,"In this chapter, we aim to provide a concise overview of the literature on the relationship between organizational structure and organizational learning. The objective is to organize rather than survey the literature in depth, with a view to making opportunities for further research more salient. We consider two dimensions of organizational structure: the extent to which influence patterns are clustered and symmetric, as well as two forms of organizational learning - online and offline. Arraying the existing results from the literature along these dimensions shows exactly where the empirical and theoretical gaps are, and we suggest these are particularly amenable to approaches combining models and experiments on groups.",,10.2139/ssrn.2963250,https://www.semanticscholar.org/paper/ef34dd4ffb93043d0aab4ddebbeb2b3c5ef8618c,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,An ambiguous manager's disruption decisions with insufficient data in recovery phase,Xing Bao and Ali H. Diabat and Zhongliang Zheng,International Journal of Production Economics,2020,Connected Papers,107465,221,"S2 TL;DR: It is shown that the Choquet manager consistently procures more short-term OUs from his capacity-shared partners than the rational one, and tends to build a higher redundant inventory level in the pre-disruption phase.",,10.1016/J.IJPE.2019.07.038,https://www.semanticscholar.org/paper/df458a6433cdd2a155234a5d8bb0c9bf26ec7444,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Few-Shot Point Cloud Region Annotation with Human in the Loop,Siddhant Jain and Sowmya P. Munukutla and David Held,ArXiv,2019,Connected Papers,null,abs/1906.04409,"We propose a point cloud annotation framework that employs human-in-loop learning to enable the creation of large point cloud datasets with per-point annotations. Sparse labels from a human annotator are iteratively propagated to generate a full segmentation of the network by fine-tuning a pre-trained model of an allied task via a few-shot learning paradigm. We show that the proposed framework significantly reduces the amount of human interaction needed in annotating point clouds, without sacrificing on the quality of the annotations. Our experiments also suggest the suitability of the framework in annotating large datasets by noting a reduction in human interaction as the number of full annotations completed by the system increases. Finally, we demonstrate the flexibility of the framework to support multiple different annotations of the same point cloud enabling the creation of datasets with different granularities of annotation.",,,https://www.semanticscholar.org/paper/66285452a0aa82d5d22827eadccec2baeadbb40b,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Theories of consciousness,A. Seth and T. Bayne,Nature Reviews Neuroscience,2021,Connected Papers,439 - 452,23,"S2 TL;DR: This Review discusses four prominent theoretical approaches to consciousness, namely higher-order theories, global workspace theories, re-entry and predictive processing theories and integrated information theory and describes the key characteristics of each approach.",,10.1038/s41583-022-00587-4,https://www.semanticscholar.org/paper/463feddd9c2553a795c3f9c505fa55de735b08ff,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Survey of Consciousness Theory from Computational Perspective,Zihan Ding and Xiaoxi Wei and Yidan Xu,ArXiv,2023,Connected Papers,null,abs/2309.10063,"Human consciousness has been a long-lasting mystery for centuries, while machine intelligence and consciousness is an arduous pursuit. Researchers have developed diverse theories for interpreting the consciousness phenomenon in human brains from different perspectives and levels. This paper surveys several main branches of consciousness theories originating from different subjects including information theory, quantum physics, cognitive psychology, physiology and computer science, with the aim of bridging these theories from a computational perspective. It also discusses the existing evaluation metrics of consciousness and possibility for current computational models to be conscious. Breaking the mystery of consciousness can be an essential step in building general artificial intelligence with computing machines.",,10.48550/arXiv.2309.10063,https://www.semanticscholar.org/paper/c51940c56752eedc3694e73cdbc0dafbe011c744,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,A Theoretical Computer Science Perspective on Consciousness and Artificial General Intelligence,L. Blum and M. Blum,Engineering,2023,Connected Papers,null,null,S2 TL;DR: The Conscious Turing Machine is defined for the purpose of investigating a Theoretical Computer Science (TCS) approach to consciousness and is consequently and intentionally a simple machine.,,10.1016/j.eng.2023.03.010,https://www.semanticscholar.org/paper/3243bc51a662a22b6cd006cd288d36407925dd9c,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,"Toward a standard model of consciousness: Reconciling the attention schema, global workspace, higher-order thought, and illusionist theories",M. Graziano and Arvid Guterstam and Branden J. Bio and Andrew I. Wilterson,Cognitive Neuropsychology,2020,Connected Papers,155 - 172,37,"ABSTRACT Here we examine how people’s understanding of consciousness may have been shaped by an implicit theory of mind. This social cognition approach may help to make sense of an apparent divide between the physically incoherent consciousness we think we have and the complex, rich, but mechanistic consciousness we may actually have. We suggest this approach helps reconcile some of the current cognitive neuroscience theories of consciousness. We argue that a single, coherent explanation of consciousness is available and has been for some time, encompassing the views of many researchers, but is not yet recognized. It is obscured partly by terminological differences, and partly because researchers view isolated pieces of it as rival theories. It may be time to recognize that a deeper, coherent pool of ideas, a kind of standard model, is available to explain multiple layers of consciousness and how they relate to specific networks within the brain.",,10.1080/02643294.2019.1670630,https://www.semanticscholar.org/paper/883600bd25bad43c07a0f7d3d7906d3913e55736,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,Attention control and the attention schema theory of consciousness,Andrew I. Wilterson and Casey M. Kemper and Noah Kim and Taylor W. Webb and Alexandra M.W. Reblando and M. Graziano,Progress in Neurobiology,2020,Connected Papers,null,195,S2 TL;DR: Interactions between attention and awareness are examined to test predictions of attention schema theory and support the interpretation that attention control relies partly on an internal model that is responsible for claims of awareness.,,10.1016/j.pneurobio.2020.101844,https://www.semanticscholar.org/paper/edb09a9e3cff62453c43f72b4dbb2c8a5e5a3633,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,A Relativistic Theory of Consciousness,Nir Lahav and Zachariah A. Neemeh,Frontiers in Psychology,2022,Connected Papers,null,12,"In recent decades, the scientific study of consciousness has significantly increased our understanding of this elusive phenomenon. Yet, despite critical development in our understanding of the functional side of consciousness, we still lack a fundamental theory regarding its phenomenal aspect. There is an “explanatory gap” between our scientific knowledge of functional consciousness and its “subjective,” phenomenal aspects, referred to as the “hard problem” of consciousness. The phenomenal aspect of consciousness is the first-person answer to “what it’s like” question, and it has thus far proved recalcitrant to direct scientific investigation. Naturalistic dualists argue that it is composed of a primitive, private, non-reductive element of reality that is independent from the functional and physical aspects of consciousness. Illusionists, on the other hand, argue that it is merely a cognitive illusion, and that all that exists are ultimately physical, non-phenomenal properties. We contend that both the dualist and illusionist positions are flawed because they tacitly assume consciousness to be an absolute property that doesn’t depend on the observer. We develop a conceptual and a mathematical argument for a relativistic theory of consciousness in which a system either has or doesn’t have phenomenal consciousness with respect to some observer. Phenomenal consciousness is neither private nor delusional, just relativistic. In the frame of reference of the cognitive system, it will be observable (first-person perspective) and in other frame of reference it will not (third-person perspective). These two cognitive frames of reference are both correct, just as in the case of an observer that claims to be at rest while another will claim that the observer has constant velocity. Given that consciousness is a relativistic phenomenon, neither observer position can be privileged, as they both describe the same underlying reality. Based on relativistic phenomena in physics we developed a mathematical formalization for consciousness which bridges the explanatory gap and dissolves the hard problem. Given that the first-person cognitive frame of reference also offers legitimate observations on consciousness, we conclude by arguing that philosophers can usefully contribute to the science of consciousness by collaborating with neuroscientists to explore the neural basis of phenomenal structures.",,10.3389/fpsyg.2021.704270,https://www.semanticscholar.org/paper/6eea6b60ad38ac193c43e547f0bf163a40b26441,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,The Cognitome: Seeking the Fundamental Neuroscience of a Theory of Consciousness,K. Anokhin,Neuroscience and Behavioral Physiology,2021,Connected Papers,915 - 937,51,"S2 TL;DR: It is proposed that a neuroscientific understanding of consciousness requires us to start thinking of the brain not as a connectome, i.e., a neural network, but as a neural hypernetwork consisting of neuronal groups with specific cognitive properties.",,10.1007/s11055-021-01149-4,https://www.semanticscholar.org/paper/a8166015099ec828189d64caf81ea2d44dded5c3,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,The feasibility of artificial consciousness through the lens of neuroscience,Jaan Aru and M. Larkum and J. Shine,Trends in Neurosciences,2023,Connected Papers,1008-1017,46,"Interactions with large language models (LLMs) have led to the suggestion that these models may soon be conscious. From the perspective of neuroscience, this position is difficult to defend. For one, the inputs to LLMs lack the embodied, embedded information content characteristic of our sensory contact with the world around us. Secondly, the architectures of present-day artificial intelligence algorithms are missing key features of the thalamocortical system that have been linked to conscious awareness in mammals. Finally, the evolutionary and developmental trajectories that led to the emergence of living conscious organisms arguably have no parallels in artificial systems as envisioned today. The existence of living organisms depends on their actions and their survival is intricately linked to multi-level cellular, inter-cellular, and organismal processes culminating in agency and consciousness.",,10.48550/arXiv.2306.00915,https://www.semanticscholar.org/paper/b2cad5ae3b2c7a9d90c2050cf37402b01725446a,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Chapter 3 - Managing Complexity of Large-Scale Cyber-Physical Systems,Dan C. Marinescu,,2017,Science@Direct,65-112,,"Cyber-physical systems are now ubiquitous and their undeniable complexity is caused by a set of factors reviewed in the first sections of the chapter, which also discusses how software has pushed the limits of system composability, as well as challenges specific to large-scale, cyber-physical systems. Autonomic computing and scalable system organizations are the topics of the next sections. The discussion of virtualization by aggregation and coalition formation is followed by a survey of cooperative games for coalition formation. An indepth analysis of a self-organization protocol for very large sensor networks concludes the chapter.",,https://doi.org/10.1016/B978-0-12-804041-6.00003-7,https://www.sciencedirect.com/science/article/pii/B9780128040416000037,,,"Cyber-physical systems, Autonomic computing, Self-organization, Scalable system organization, Complex networks, Virtualization by aggregation, Coalition formation, Cooperative games",Elsevier,,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Adaptive Robust Control of Uncertain Systems,Y.H. Chen and J.S. Chen,,1992,Science@Direct,175-222,50,,,https://doi.org/10.1016/B978-0-12-012750-4.50011-1,https://www.sciencedirect.com/science/article/pii/B9780120127504500111,,,,Academic Press,0090-5267,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Index,,,2023,Science@Direct,375-390,,,,https://doi.org/10.1016/B978-0-323-89931-4.09990-9,https://www.sciencedirect.com/science/article/pii/B9780323899314099909,,,,Academic Press,,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Implementation of artificial intelligence approaches in oncology clinical trials: A systematic review,Marwa Saady and Mahmoud Eissa and Ahmed S. Yacoub and Ahmed B. Hamed and Hassan Mohamed El-Said Azzazy,Artificial Intelligence in Medicine,2025,Science@Direct,103066,161,"Introduction
There is a growing interest in leveraging artificial intelligence (AI) technologies to enhance various aspects of clinical trials. The goal of this systematic review is to assess the impact of implementing AI approaches on different aspects of oncology clinical trials.
Methods
Pertinent keywords were used to find relevant articles published in PubMed, Scopus, and Google Scholar databases, which described the clinical application of AI approaches. A quality evaluation utilizing a customized checklist specifically adapted was conducted. This study is registered with PROSPERO (CRD42024537153).
Results
Out of the identified 2833 studies, 72 studies satisfied the inclusion criteria. Clinical Trial Enrollment & Eligibility were among the most commonly studied clinical trial aspects with 30 papers. The prediction of outcomes was covered in 25 studies of which 15 addressed the prediction of patients' survival and 10 addressed the prediction of drug outcomes. The trial design was studied in 10 articles. Three studies addressed each of the personalized treatments and decision-making, while one addressed data management. The results demonstrate using AI in cancer clinical trials has the potential to increase clinical trial enrollment, predict clinical outcomes, improve trial design, enhance personalized treatments, and increase concordance in decision-making. Additionally, automating some areas and tasks, clinical trials were made more efficient, and human error was minimized. Nevertheless, concerns and restrictions related to the application of AI in clinical studies are also noted.
Conclusion
AI tools have the potential to revolutionize the design, enrollment rate, and outcome prediction of oncology clinical trials.",,https://doi.org/10.1016/j.artmed.2025.103066,https://www.sciencedirect.com/science/article/pii/S0933365725000016,,,"Artificial intelligence, Machine learning, Deep learning, Oncology clinical trials",,0933-3657,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Cognitive computing technological trends and future research directions in healthcare — A systematic literature review,Srivani M. and Abirami Murugappan and Mala T.,Artificial Intelligence in Medicine,2023,Science@Direct,102513,138,"Background and aim:
Cognitive Computing systems are the intelligent systems that thinks, understands and augments the capabilities of human brain by blending the technologies of Artificial Intelligence, Machine Learning and Natural Language Processing. In recent days, maintenance or enhancement of health by preclusion, prognosis, and analysis of diseases has become a challenging task. The increasing diseases and its causes becomes a big question before humanity. Limited risk analysis, meticulous training process, and automated critical decision-making are some of the issues of cognitive computing. To overcome this issue, cognitive computing in healthcare works like a medical prodigy which anticipates the disease or illness of the human being and helps the doctors with technological facts to take the timely action. The main aim of this survey article is to explore the present and futuristic technological trends of cognitive computing in healthcare. In this work, different cognitive computing applications are reviewed, and the best application is recommended to the clinicians. Based on this recommendation, the clinicians are able to monitor and analyze the physical health of patients.
Methods:
This article presents the systematic literature on the different aspects of cognitive computing in healthcare. Nearly seven online databases such as SCOPUS, IEEE Xplore, Google Scholar, DBLP, Web of Science, Springer and PubMed were screened and the published articles related to cognitive computing in healthcare is collected from 2014 to 2021. In total, 75 articles were selected, examined and their pros and cons are analyzed. The analysis is done with respect to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines.
Results:
The basic findings of this review article and their significance for theory and practice are mindmaps portraying the cognitive computing platforms, cognitive applications in healthcare, and use cases of cognitive computing in healthcare. A detailed discussion section highlighting the present issues, future research directions and recent applications of cognitive computing in healthcare. Accuracy analysis of different cognitive systems conclude that the Medical Sieve achieves 0.95 and Watson For Oncology (WFO) achieves 0.93 and hence proves to be the prominent computing systems for healthcare.
Conclusions:
Cognitive computing, an evolving technology in healthcare augments the clinical thought process and enable the doctors to make the right diagnosis and preserve the patient’s health in good condition. These systems provides timely care, optimal and cost-effective treatment. This article provides an extensive survey of the importance of cognitive computing in the health sector by highlighting the platforms, techniques, tools, algorithms, applications, and use cases. This survey also explores about the works in the literature on present issues and proposes the future research directions of applying cognitive systems in healthcare.",,https://doi.org/10.1016/j.artmed.2023.102513,https://www.sciencedirect.com/science/article/pii/S0933365723000271,,,"Cognitive computing systems, Intelligent systems, Healthcare, Preclusion, Prognosis, Medical prodigy",,0933-3657,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,"Bibliography of Computer Science Reports, 1963-l 986","Berg, Kathryn A and Marashian, Talccn",,,Google Scholar,,,,,,,,,,,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Statistical analysis of foreign exchange rates: application of cointegration model and regime-switching stochastic volatility model,"Kondo, Koji",,1997,Google Scholar,,,,,,,,,,Iowa State University,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,health and biodiversity using individual wearable technology,"AERTS, Raf and BRUFFAERTS, Nicolas Sciensano and DOCKX, Yinthe UHasselt and DUJARDIN, S{\'e}bastien UNamur and HOEBEKE, Lucie Sciensano and STAS, Michiel and VERSTRAETEN, Willem",,,Google Scholar,,,,,,,,,,,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Foundations of speech act theory,"Tsohatzidis, Savas L",Philosophical and linguistic perspectives,1994,Google Scholar,,,,,,,,,,Routledge London,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Improving explanations in knowledge-based systems: RATIONALE,"Abu-Hakima, Suhayya and Oppacher, Franz",Knowledge Acquisition,1990,Google Scholar,301--343,2,,,,,,,,Elsevier,,,,,"45707,87764","45707,87764",GuiSales404,,Rejected,
,Deriving consensus in multiagent systems,Eithan Ephrati and Jeffrey S. Rosenschein,Artificial Intelligence,1996,Science@Direct,21-74,87,"Consider the designers of a multiagent environment, who are charged with establishing the rules by which agents in an encounter will interact. Once the rules of encounter have been determined, each builder of each agent is free to design his own machine any way that he wants. However, the rules that were established will certainly affect the choices he makes in building his own agent. In this article we suggest an economic decision process that can be used to derive multiagent consensus, namely, the Clarke tax mechanism (E.H. Clarke, 1971). Consensus is reached through the process of voting; each agent expresses its preferences, and a group choice mechanism is used to select the result. Clarke tax-like mechanisms provide a set of attractive alternatives for the designers of multiagent environments, particularly if those environments consist of individually motivated heterogeneous agents. The Clarke tax mechanism has many desirable properties such as non-manipulability, individual rationality, and maximization of the agents' global utility. However, though theoretically attractive, the Clarke tax presents a number of difficulties when one attempts to use it in practical implementations. This article examines how the Clarke tax could be used as an effective consensus mechanism in domains consisting of automated agents. In particular, we consider how agents can come to a consensus without needing to reveal full information about their preferences, and without needing to generate alternatives prior to the voting process.",,https://doi.org/10.1016/0004-3702(95)00105-0,https://www.sciencedirect.com/science/article/pii/0004370295001050,,,,,0004-3702,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Completeness of Park induction,Z. Ésik,Theoretical Computer Science,1997,Science@Direct,217-283,177,"The (in)equational properties of iteration, i.e., least (pre-)fixed point solutions over cpo's, are captured by the axioms of iteration theories. All known axiomatizations of iteration theories consist of the Conway identities and a complicated equation scheme, the commutative identity. The results of this paper show that the commutative identity is implied by the Conway identities and a weak form of the Park induction principle. Hence, we obtain a simple first order axiomatization of the (in)equational theory of iteration. It follows that a few simple identities and a weak form of the Scott induction principle, formulated to involve only inequations, are also complete. We also show that the Conway identities and the Park induction principle are not complete for the universal Horn theory of iteration.",,https://doi.org/10.1016/S0304-3975(96)00240-X,https://www.sciencedirect.com/science/article/pii/S030439759600240X,,,,,0304-3975,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Numerical methods for unilateral problems in solid mechanics,J. Haslinger and I. Hlaváček and J. Nečas,,1996,Science@Direct,313-485,4,,,https://doi.org/10.1016/S1570-8659(96)80005-6,https://www.sciencedirect.com/science/article/pii/S1570865996800056,,,,Elsevier,1570-8659,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,A measure of information reuse to compare distributed protocols,F.Arcelli Fontana and F Formato and Remo Pareschi,Computer Communications,1998,Science@Direct,924-929,21,"In the framework of distributed problem solving we introduce two communication protocols, the request-subrequest protocol and the local-caching protocol, which are based on the hypothesis of minimal and maximal reuse of available information, respectively. The optimal solution of a distributed problem can be reached according to different protocols. The notion of measure of reuse related to each protocol has been formally introduced to provide a criterion to compare and to choose the right protocol.",,https://doi.org/10.1016/S0140-3664(98)00154-6,https://www.sciencedirect.com/science/article/pii/S0140366498001546,,,"Request-subrequest protocol, Local-caching protocol, Lemma-caching",,0140-3664,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Spectrum control in linear stationary systems with delay,D. Khusainov and R.P. Agarwal and N. Kosarevskaya and A. Kojametov,Computers & Mathematics with Applications,2000,Science@Direct,39-55,39,"In this paper, we shall study a linear stationary system of differential equations with delay argument. Control is found in such away that the closed system has the characteristic equation with given coefficients. For the canonical system we shall show that the unknown parameters can be computed by equating the coefficients of exponential polynomials of the same degree. For the general system first we shall use a linear transformation, and then show that the process of equating the coefficients demands an additional concordance condition. This condition is equivalent to setting certain summands equal to zero.",,https://doi.org/10.1016/S0898-1221(99)00332-6,https://www.sciencedirect.com/science/article/pii/S0898122199003326,,,"Modal control, Differential system with delay, Characteristic equation, Concordance condition",,0898-1221,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Toward a universal theory of consciousness,Ryota Kanai and Ippei Fujisawa,Neuroscience of Consciousness,2024,Connected Papers,null,2024,"Abstract While falsifiability has been broadly discussed as a desirable property of a theory of consciousness, in this paper, we introduce the meta-theoretic concept of “Universality” as an additional desirable property for a theory of consciousness. The concept of universality, often assumed in physics, posits that the fundamental laws of nature are consistent and apply equally everywhere in the universe and remain constant over time. This assumption is crucial in science, acting as a guiding principle for developing and testing theories. When applied to theories of consciousness, universality can be defined as the ability of a theory to determine whether any fully described dynamical system is conscious or non-conscious. Importantly, for a theory to be universal, the determinant of consciousness needs to be defined as an intrinsic property of a system as opposed to replying on the interpretation of the external observer. The importance of universality originates from the consideration that given that consciousness is a natural phenomenon, it could in principle manifest in any physical system that satisfies a certain set of conditions whether it is biological or non-biological. To date, apart from a few exceptions, most existing theories do not possess this property. Instead, they tend to make predictions as to the neural correlates of consciousness based on the interpretations of brain functions, which makes those theories only applicable to brain-centric systems. While current functionalist theories of consciousness tend to be heavily reliant on our interpretations of brain functions, we argue that functionalist theories could be converted to a universal theory by specifying mathematical formulations of the constituent concepts. While neurobiological and functionalist theories retain their utility in practice, we will eventually need a universal theory to fully explain why certain types of systems possess consciousness.",,10.1093/nc/niae022,https://www.semanticscholar.org/paper/c45397c565e1dd54c31340ad8c24516d86f5377d,,,,,,,,,"45707,83006","45707,83006",GuiSales404,,Rejected,
,A Theoretical Computer Science Perspective on Free Will,L. Blum and M. Blum,ArXiv,2022,Connected Papers,null,abs/2206.13942,"We consider the paradoxical concept of free will from the perspective of Theoretical Computer Science (TCS), a branch of mathematics concerned with understanding the underlying principles of computation and complexity, including the implications and surprising consequences of resource limitations.",,10.48550/arXiv.2206.13942,https://www.semanticscholar.org/paper/a2120077074354e9dac3bbfa0d6739c36c3064c2,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,A theory of consciousness from a theoretical computer science perspective: Insights from the Conscious Turing Machine,L. Blum and M. Blum,Proceedings of the National Academy of Sciences of the United States of America,2021,Connected Papers,null,119,"Significance This paper provides evidence that a theoretical computer science (TCS) perspective can add to our understanding of consciousness by providing a simple framework for employing tools from computational complexity theory and machine learning. Just as the Turing machine is a simple model to define and explore computation, the Conscious Turing Machine (CTM) is a simple model to define and explore consciousness (and related concepts). The CTM is not a model of the brain or cognition, nor is it intended to be, but a simple substrate-independent computational model of (the admittedly complex concept of) consciousness. This paper is intended to introduce this approach, show its possibilities, and stimulate research in consciousness from a TCS perspective.",,10.1073/pnas.2115934119,https://www.semanticscholar.org/paper/12c3f818430ffccd1cac64b6e91a750350917d27,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Accepted,
,C-tree systolic automata,E. Fachini and M. Napoli,Theoretical Computer Science,1988,Science@Direct,155-186,56,"A new type of systolic automaton is introduced, its structural properties, such as homogeneity and stability, are investigated and the class of languages accepted by these automata is studied. This class of languages, in the nondeterministic case, contains a large subclass of the Lindenmayer EPT0L languages. A characterization of the defined model is also given in terms of sequential machines.",,https://doi.org/10.1016/0304-3975(88)90076-X,https://www.sciencedirect.com/science/article/pii/030439758890076X,,,,,0304-3975,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Topological methods for algebraic specification,Karl Meinke,Theoretical Computer Science,1996,Science@Direct,263-290,166,"We introduce an algebraic construction for the Hausdorff extension H(A) of a many-sorted universal algebra A with respect to a family T of Hausdorff topologies on the carrier sets of A. This construction can be combined with other algebraic constructions, such as the initial model construction, to provide methods for the algebraic specification of uncountable algebras, e.g. algebras of reals, function spaces and streams.",,https://doi.org/10.1016/0304-3975(95)00261-8,https://www.sciencedirect.com/science/article/pii/0304397595002618,,,,,0304-3975,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
